             Heights (in meters) of the sensors at non-NDBC stations

STATION        SITE    ATMP   ANEMOMETER  TIDE  BAROMETER   WTMP    WATER   WATCH
46230          0        NA       NA       NA       NA       NA       72.83    NA      
46231          0        NA       NA       NA       NA       0.46     201.17   NA      
46232          0        NA       NA       NA       NA       0.46     1143     NA      
46233          0        NA       3        NA       NA       1        130      NA      
46234          NA       NA       NA       NA       NA       NA       20.5     NA      
46235          NA       NA       NA       NA       NA       0.46     21       NA      
46236          0        NA       NA       NA       NA       0.46     168.25   NA      
46237          0        NA       NA       NA       NA       0.46     15.6     NA      
46238          NA       NA       NA       NA       NA       NA       1571     NA      
46239          0        NA       NA       NA       NA       0.46     369      NA      
46240          0        NA       NA       NA       NA       0.46     17.8     NA      
46241          0        NA       NA       NA       NA       NA       20       NA      
46242          0        NA       NA       NA       NA       0.46     20       NA      
46243          0        NA       NA       NA       NA       0.46     24.4     NA      
46244          0        NA       NA       NA       NA       0.46     120      NA      
46245          0        NA       NA       NA       NA       NA       19.8     NA      
46246          0        NA       NA       NA       NA       0.46     4252     NA      
46247          0        NA       NA       NA       NA       NA       53       NA      
46248          0        NA       NA       NA       NA       0.46     181      NA      
46249          0        NA       NA       NA       NA       NA       1737.4   NA      
46250          0        NA       NA       NA       NA       NA       NA       NA      
46251          0        NA       NA       NA       NA       0.46     1920     NA      
46252          0        NA       NA       NA       NA       0.46     710      NA      
46253          0        NA       NA       NA       NA       0.46     66       NA      
46254          0        NA       NA       NA       NA       0.46     38.71    NA      
46255          0        NA       NA       NA       NA       0.46     105      NA      
46256          0        NA       NA       NA       NA       0.46     23.25    NA      
46257          0        NA       NA       NA       NA       0.46     576.07   NA      
46258          0        NA       NA       NA       NA       0.46     588.6    NA      
46259          0        NA       NA       NA       NA       NA       646.8    NA      
46260          0        NA       NA       NA       NA       0.46     87       NA      
46261          0        NA       NA       NA       NA       0.46     44.2     NA      
46262          0        NA       NA       NA       NA       0.5      905      NA      
46263          0        NA       NA       NA       NA       0.46     130      NA      
46264          0        NA       NA       NA       NA       0.46     86       NA      
46265          0        NA       NA       NA       NA       0.46     18.2     NA      
46451          NA       NA       NA       NA       NA       NA       NA       NA      
46452          NA       NA       NA       NA       NA       NA       NA       NA      
46518          NA       NA       NA       NA       NA       NA       NA       NA      
46531          NA       NA       NA       NA       NA       NA       NA       NA      
46534          NA       NA       NA       NA       NA       NA       NA       NA      
46538          NA       NA       NA       NA       NA       NA       NA       NA      
46565          NA       NA       NA       NA       NA       NA       NA       NA      
48012          0        NA       NA       NA       NA       NA       NA       NA      
48021          NA       NA       NA       NA       NA       NA       36       NA      
48114          0        NA       NA       NA       NA       NA       51       NA      
48211          0        NA       NA       NA       NA       NA       NA       NA      
48212          0        NA       NA       NA       NA       NA       NA       NA      
48213          0        NA       NA       NA       NA       NA       NA       NA      
48214          0        NA       NA       NA       NA       NA       NA       NA      
48215          0        NA       NA       NA       NA       NA       NA       NA      
48216          0        NA       NA       NA       NA       NA       34       NA      
48400          0        3        4        NA       NA       1        4227     NA      
48677          NA       NA       NA       NA       NA       NA       NA       NA      
48678          NA       NA       NA       NA       NA       NA       NA       NA      
48679          NA       NA       NA       NA       NA       NA       NA       NA      
48680          NA       NA       NA       NA       NA       NA       NA       NA      
48900          NA       NA       NA       NA       NA       NA       NA       NA      
48901          NA       NA       NA       NA       NA       NA       NA       NA      
48902          NA       NA       NA       NA       NA       NA       NA       NA      
48903          NA       NA       NA       NA       NA       NA       NA       NA      
48904          NA       NA       NA       NA       NA       NA       NA       NA      
48905          NA       NA       NA       NA       NA       NA       NA       NA      
48906          NA       NA       NA       NA       NA       NA       NA       NA      
48907          NA       NA       NA       NA       NA       NA       NA       NA      
48908          NA       NA       NA       NA       NA       NA       NA       NA      
48909          NA       NA       NA       NA       NA       NA       NA       NA      
48910          NA       NA       NA       NA       NA       NA       NA       NA      
48911          NA       NA       NA       NA       NA       NA       NA       NA      
48912          NA       NA       NA       NA       NA       NA       NA       NA      
48915          NA       NA       NA       NA       NA       NA       NA       NA      
48916          NA       NA       NA       NA       NA       NA       NA       NA      
48917          NA       NA       NA       NA       NA       NA       NA       NA      
48919          NA       NA       NA       NA       NA       NA       NA       NA      
51200          NA       NA       NA       NA       NA       NA       3150     NA      
51201          0        NA       NA       NA       NA       0.46     200      NA      
51202          0        NA       NA       NA       NA       0.46     89       NA      
51203          0        NA       NA       NA       NA       0.46     201      NA      
51204          0        NA       NA       NA       NA       0.46     300      NA      
51205          0        NA       NA       NA       NA       0.46     200      NA      
51206          0        NA       NA       NA       NA       0.46     345      NA      
51207          0        NA       NA       NA       NA       0.46     81       NA      
51208          0        NA       NA       NA       NA       0.46     200      NA      
51209          0        NA       NA       NA       NA       0.46     82       NA      
51210          0        NA       NA       NA       NA       0.46     80       NA      
51211          0        NA       NA       NA       NA       0.46     35       NA      
51212          0        NA       NA       NA       NA       NA       280      NA      
51213          0        NA       NA       NA       NA       NA       235      NA      
51wh0          0        2.45     2.66     NA       2.43     1.5      4722     NA      
52200          0        NA       NA       NA       NA       0.46     200      NA      
52201          0        NA       NA       NA       NA       0.46     540      NA      
52202          0        NA       NA       NA       NA       0.46     510      NA      
52211          0        NA       NA       NA       NA       0.46     487.68   NA      
52212          0        NA       NA       NA       NA       0.46     97       NA      
52834          NA       NA       NA       NA       NA       NA       NA       NA      
52837          NA       NA       NA       NA       NA       NA       NA       NA      
52838          NA       NA       NA       NA       NA       NA       NA       NA      
52839          NA       NA       NA       NA       NA       NA       NA       NA      
52840          NA       NA       NA       NA       NA       NA       NA       NA      
52841          NA       NA       NA       NA       NA       NA       NA       NA      
52842          NA       NA       NA       NA       NA       NA       NA       NA      
52843          NA       NA       NA       NA       NA       NA       NA       NA      
52849          NA       NA       NA       NA       NA       NA       NA       NA      
52858          NA       NA       NA       NA       NA       NA       NA       NA      
52862          NA       NA       NA       NA       NA       NA       NA       NA      
52901          NA       NA       NA       NA       NA       NA       NA       NA      
53046          NA       NA       NA       NA       NA       NA       4612     NA      
53401          NA       NA       NA       NA       NA       NA       4530     4016    
55012          NA       NA       NA       NA       NA       NA       3254     NA      
55013          NA       NA       NA       NA       NA       NA       4920     NA      
55015          NA       NA       NA       NA       NA       NA       5021     NA      
55016          NA       NA       NA       NA       NA       NA       NA       NA      
55023          NA       NA       NA       NA       NA       NA       4595     NA      
55039          NA       NA       NA       NA       NA       NA       78       NA      
55042          NA       NA       NA       NA       NA       NA       4810     NA      
55401          NA       NA       NA       NA       NA       NA       NA       NA      
56001          NA       NA       NA       NA       NA       NA       5664     NA      
56003          NA       NA       NA       NA       NA       NA       5663     NA      
58900          NA       NA       NA       NA       NA       NA       NA       NA      
58902          NA       NA       NA       NA       NA       NA       NA       NA      
58903          NA       NA       NA       NA       NA       NA       NA       NA      
58904          NA       NA       NA       NA       NA       NA       NA       NA      
58905          NA       NA       NA       NA       NA       NA       NA       NA      
58906          NA       NA       NA       NA       NA       NA       NA       NA      
58907          NA       NA       NA       NA       NA       NA       NA       NA      
58908          NA       NA       NA       NA       NA       NA       NA       NA      
58909          NA       NA       NA       NA       NA       NA       NA       NA      
58951          NA       NA       NA       NA       NA       NA       NA       NA      
58952          NA       NA       NA       NA       NA       NA       NA       NA      
58953          NA       NA       NA       NA       NA       NA       NA       NA      
61001          NA       NA       NA       NA       NA       NA       NA       NA      
61002          NA       NA       NA       NA       NA       NA       NA       NA      
62001          0        NA       3        NA       NA       NA       NA       NA      
62027          NA       3        3.5      NA       NA       1        NA       NA      
62028          0        3        3.5      NA       NA       1        NA       NA      
62029          0        NA       3        NA       NA       NA       NA       NA      
62030          NA       NA       NA       NA       NA       NA       NA       NA      
62050          NA       NA       NA       NA       NA       NA       NA       NA      
62052          NA       NA       NA       NA       NA       NA       NA       NA      
62081          0        NA       3        NA       NA       NA       NA       NA      
62090          0        3.8      4.5      NA       4.5      1        140      NA      
62091          0        3.8      4.5      NA       4.5      1        95       NA      
62092          0        3.8      4.5      NA       4.5      1        155      NA      
62093          0        3.8      4.5      NA       4.5      1        72       NA      
62094          0        3.8      4.5      NA       4.5      1        70       NA      
62095          0        3.8      4.5      NA       4.5      1        3000.1   7454    
62103          0        NA       14       NA       NA       NA       NA       NA      
62105          0        NA       3        NA       NA       NA       NA       NA      
62107          0        NA       14       NA       NA       NA       NA       NA      
62108          0        NA       3        NA       NA       NA       NA       NA      
62114          NA       NA       NA       NA       NA       NA       NA       NA      
62121          NA       NA       NA       NA       NA       NA       NA       NA      
62124          NA       NA       NA       NA       NA       NA       NA       NA      
62125          NA       NA       NA       NA       NA       NA       NA       NA      
62126          NA       NA       NA       NA       NA       NA       NA       NA      
62127          NA       NA       NA       NA       NA       NA       NA       NA      
62130          NA       NA       NA       NA       NA       NA       NA       NA      
62135          NA       NA       NA       NA       NA       NA       NA       NA      
62142          NA       NA       NA       NA       NA       NA       NA       NA      
62144          NA       NA       NA       NA       NA       NA       NA       NA      
62145          NA       NA       NA       NA       NA       NA       NA       NA      
62146          NA       NA       NA       NA       NA       NA       NA       NA      
62147          NA       NA       NA       NA       NA       NA       NA       NA      
62148          NA       NA       NA       NA       NA       NA       NA       NA      
62149          NA       NA       NA       NA       NA       NA       NA       NA      
62150          NA       NA       NA       NA       NA       NA       NA       NA      
62163          0        NA       3        NA       NA       NA       NA       NA      
62164          NA       NA       NA       NA       NA       NA       NA       NA      
62165          NA       NA       NA       NA       NA       NA       NA       NA      
62166          NA       NA       NA       NA       NA       NA       NA       NA      
62170          NA       NA       NA       NA       NA       NA       NA       NA      
62298          NA       NA       NA       NA       NA       NA       NA       NA      
62301          0        NA       3        NA       NA       NA       NA       NA      
62303          0        NA       3        NA       NA       NA       NA       NA      
62304          0        NA       14       NA       NA       NA       NA       NA      
62305          0        NA       14       NA       NA       NA       NA       NA      
62442          NA       NA       NA       NA       NA       NA       NA       NA      
63105          NA       NA       NA       NA       NA       NA       NA       NA      
63110          NA       NA       NA       NA       NA       NA       NA       NA      
63112          NA       NA       NA       NA       NA       NA       NA       NA      
63113          NA       NA       NA       NA       NA       NA       NA       NA      
63115          NA       NA       NA       NA       NA       NA       NA       NA      
63117          NA       NA       NA       NA       NA       NA       NA       NA      
64045          0        NA       3        NA       NA       NA       NA       NA      
64046          0        NA       3        NA       NA       NA       NA       NA      
68900          NA       NA       NA       NA       NA       NA       NA       NA      
78900          NA       NA       NA       NA       NA       NA       NA       NA      
78901          NA       NA       NA       NA       NA       NA       NA       NA      
91500          NA       NA       NA       NA       NA       NA       NA       NA      
97001          NA       NA       NA       NA       NA       NA       NA       NA      
aamc1          3.5      4.2      6.9      NA       5.3      1.2      NA       NA      
acfs1          NA       NA       NA       NA       NA       NA       NA       NA      
acmn4          0        NA       15       NA       NA       NA       NA       NA      
acqs1          NA       NA       NA       NA       NA       NA       NA       NA      
acxs1          0        2.29     4.57     NA       1.5      NA       NA       NA      
acyn4          8.3      2.8      NA       NA       9.7      2.1      NA       NA      
adka2          5.2      6.3      7        NA       7        2.8      NA       NA      
agcm4          177      3.6      NA       NA       179.2    4.4      NA       NA      
agmw3          179      9        9        NA       NA       NA       NA       NA      
agxc1          NA       NA       20       NA       NA       NA       NA       NA      
ajxa2          4.6      3        3        NA       7.6      NA       NA       NA      
alia2          4.6      9.7      10.3     NA       6.3      2.2      NA       NA      
alxn6          74.9     NA       NA       NA       77.6     1.7      NA       NA      
amrl1          0        10.5     11       NA       8.5      1.9      NA       NA      
ancf1          0        NA       NA       NA       NA       1        NA       NA      
anmf1          0        7.8      10.8     2.8      7.8      NA       NA       NA      
anmn6          9        3.66     11.89    NA       12.66    NA       NA       NA      
anpt2          10.261   3.14     3.96     NA       11.782   10.81    NA       NA      
anrn6          NA       NA       NA       NA       NA       NA       NA       NA      
anta2          7.4      6.3      6.9      NA       9        1.92     NA       NA      
anvc1          7.7      7        7.6      NA       9.4      1.7      NA       NA      
apam2          1.4      3.2      NA       NA       3.8      NA       NA       NA      
apcf1          1.9      5.4      7        NA       6.2      2        NA       NA      
apnm4          177.5    15       18       NA       NA       NA       NA       NA      
apqf1          NA       NA       NA       NA       NA       NA       NA       NA      
aprp7          3.3      9.7      8.4      NA       5.1      2        NA       NA      
apxf1          0.6      3.5      5        NA       5.6      NA       NA       NA      
arop4          NA       3.4      6.4      NA       NA       NA       NA       NA      
arpf1          0        6.9      11.2     NA       6.7      0.1      NA       NA      
asto3          3.6      6.4      6.9      NA       5        1.7      NA       NA      
atgm1          3.4      7.9      8.6      NA       5        1.2      NA       NA      
atka2          4.4      7.9      8.5      NA       6.2      2.2      NA       NA      
audp4          2.1      3.36     NA       NA       3.4      -1.2     NA       NA      
avan4          0        NA       10       NA       NA       NA       4.5      NA      
awrt2          NA       NA       NA       NA       NA       8.87     NA       NA      
babt2          0        NA       10       NA       4        NA       NA       NA      
bara9          1.3      7.7      9.7      NA       7.5      NA       NA       NA      
barn6          174      NA       10       NA       NA       NA       NA       NA      
batn6          2        3.9      NA       NA       4.1      1.6      NA       NA      
baxc1          NA       NA       62.4     NA       NA       NA       NA       NA      
bdrn4          2.2      3.7      7.5      NA       3.9      1.5      NA       NA      
bdsp1          NA       3.71     1.56     NA       NA       4.72     NA       NA      
bdvf1          0        NA       NA       NA       NA       1.5      NA       NA      
bdxc1          NA       NA       NA       NA       NA       NA       NA       NA      
bepb6          3.4      4.3      4.6      NA       5.1      2.8      NA       NA      
bftn7          1.9      3.8      7        NA       3        4.4      NA       NA      
bgcf1          0        16.6     17.3     NA       16.6     NA       NA       NA      
bgnn4          3        5.6      9        NA       5.9      0.8      NA       NA      
bgxn3          3        1.5      6.1      NA       4.5      NA       NA       NA      
bhbm3          3.4      4.8      NA       NA       5.9      1.3      NA       NA      
bhrc3          0        NA       16       NA       NA       NA       NA       NA      
bhri3          180      2.4      10       NA       181.9    NA       NA       NA      
bigm4          185      3.9      10       NA       186.8    NA       NA       NA      
bism2          1.1      3.3      7.1      NA       2.8      10.8     NA       NA      
bkbf1          1.4      3.2      9.7      NA       3.4      NA       NA       NA      
bktl1          0        NA       NA       NA       NA       1.7      NA       NA      
bkyf1          NA       NA       NA       NA       NA       1.5      NA       NA      
blif1          2        2.8      8.5      NA       3.4      NA       NA       NA      
blta2          5        5.5      9.1      NA       4.8      NA       NA       NA      
bltm2          1.4      6.4      7        NA       3.4      2.1      NA       NA      
bltm3          2.1      2.7      16.2     NA       NA       NA       NA       NA      
bnkf1          0        NA       NA       NA       NA       1.5      NA       NA      
bobf1          0        NA       NA       NA       NA       1.5      NA       NA      
bphf1          0        NA       NA       NA       NA       -2       NA       NA      
brbn4          0        NA       10       NA       NA       NA       5.5      NA      
brhc3          1.9      3.2      7.6      NA       4        -4.9     NA       NA      
brim2          NA       NA       NA       NA       NA       NA       NA       NA      
brnd1          1.9      20.6     21.1     NA       8.3      5.8      NA       NA      
bsbm4          184      2.7      10       NA       185.9    NA       NA       NA      
bsca1          0        6.4      7.01     NA       2.85     2        NA       NA      
bskf1          NA       NA       NA       NA       NA       1.5      NA       NA      
bslm2          0.3      3.9      5.4      NA       3.7      NA       NA       NA      
bthd1          -11      NA       NA       NA       NA       NA       11.5     NA      
bufn6          176.5    6.5      8.5      NA       179      4.5      NA       NA      
bvqw1          NA       NA       NA       NA       NA       NA       NA       NA      
bwsf1          0        NA       NA       NA       NA       1.5      NA       NA      
bygl1          0        15.4     30.8     NA       NA       NA       NA       NA      
bzbm3          2.5      5.8      NA       NA       4.1      1.7      NA       NA      
bzst2          10.26    3.23     4.25     NA       11.819   10.6     NA       NA      
c58w3          178      NA       NA       NA       NA       NA       NA       NA      
camf1          NA       NA       NA       NA       NA       NA       NA       NA      
camm2          2.3      3.5      6.4      NA       3.7      7.3      NA       NA      
canf1          0        NA       NA       NA       NA       1.5      NA       NA      
capl1          0        11.7     12.3     NA       10.5     0.6      NA       NA      
carl1          0        NA       NA       NA       NA       1        NA       NA      
casm1          3.5      7.5      NA       NA       4.9      3.4      NA       NA      
cbbv2          8.2      4.2      6.1      NA       5.8      3.2      NA       NA      
cbim2          NA       NA       NA       NA       NA       NA       NA       NA      
cblo1          177      9.1      12       NA       189.6    NA       NA       NA      
cbrw3          180      3.3      10       NA       181.3    NA       NA       NA      
ccuf1          NA       NA       NA       NA       NA       NA       NA       NA      
cdea2          15       1.5      10       NA       16.5     NA       NA       NA      
cdxa2          15.2     9.1      9.1      NA       24.4     NA       NA       NA      
cecc1          2.9      7.9      8.6      NA       4.8      1.3      NA       NA      
cfwm1          3.8      7.9      8.5      NA       5.3      0.2      NA       NA      
cgcl1          0        NA       NA       NA       NA       NA       312      NA      
chao3          NA       3        8.4      NA       4.5      2        NA       NA      
chav3          1.1      2.6      6.5      NA       2.3      0.9      NA       NA      
chbv2          NA       3.1      4.6      NA       NA       3.3      NA       NA      
chcm2          1.8      6.5      6.8      NA       3.4      4.2      NA       NA      
chds1          116.1    0.6      2.1      NA       116.4    NA       NA       NA      
chii2          176      22.9     25.9     NA       NA       NA       NA       NA      
chno3          14.57    1.5      3        NA       16.07    NA       NA       NA      
chqo3          NA       NA       NA       NA       NA       NA       NA       NA      
chsv3          1.3      2.8      7.1      NA       3        1.2      NA       NA      
chts1          2.6      4.9      8.8      NA       3.9      2.1      NA       NA      
chyv2          NA       NA       27.9     NA       NA       NA       NA       NA      
chyw1          7.6      3.7      7        NA       8.2      3.1      NA       NA      
clbf1          0        10.3     11       NA       10.2     1        NA       NA      
clbp4          1        3.6      NA       NA       3        3        NA       NA      
cllt2          NA       NA       10.7     NA       NA       NA       NA       NA      
clsm4          175      3.3      10       NA       176.8    NA       NA       NA      
cman4          3.2      5.6      9.7      NA       4.6      1.8      NA       NA      
cmti2          178.5    5.7      10.3     NA       179.8    NA       NA       NA      
cnbf1          0        NA       NA       NA       NA       1.5      NA       NA      
cndo1          176.1    3.9      7.8      NA       177.7    4.2      NA       NA      
cnii2          180      1.8      10       NA       NA       NA       NA       NA      
covm2          0        NA       NA       NA       NA       NA       NA       NA      
cpmw1          4.6      3.3      7        NA       NA       NA       NA       NA      
cpnt2          0        NA       NA       NA       NA       1        NA       NA      
cptr1          0        1.9      20.7     NA       5.5      1.6      NA       NA      
cpvm2          3.4      3.1      NA       NA       NA       NA       NA       NA      
cpxc1          0        4        4        NA       4        NA       NA       NA      
cquc1          NA       NA       NA       NA       NA       NA       NA       NA      
crta1          0        6.45     12.23    NA       4.01     2.3      NA       NA      
crva2          4.6      7.8      8.4      NA       6.6      3        NA       NA      
cryv2          1        2.8      8.6      NA       3        NA       NA       NA      
cspa2          25       1.5      10       NA       26.5     NA       NA       NA      
ctgm1          4.9      7.9      8.5      NA       NA       3.6      NA       NA      
cvqv2          NA       NA       NA       NA       NA       NA       NA       NA      
cwaf1          0        NA       NA       NA       NA       1.5      NA       NA      
cwbf1          1.3      3.2      6.7      NA       4.7      3.7      NA       NA      
cwci           163      NA       NA       NA       NA       NA       NA       NA      
cwqo3          NA       NA       NA       NA       NA       NA       NA       NA      
cygm4          178      NA       17       NA       NA       NA       NA       NA      
dbqs1          NA       NA       NA       NA       NA       NA       NA       NA      
deld1          2.3      3.8      7.2      NA       4.8      2.1      NA       NA      
demo2          NA       NA       NA       NA       NA       NA       NA       NA      
deqd1          NA       NA       NA       NA       NA       NA       NA       NA      
dkcm6          0        3.6      8.4      NA       1.5      NA       NA       NA      
dkkf1          0        NA       NA       NA       NA       1.5      NA       NA      
dmbc1          0        NA       NA       NA       NA       NA       NA       NA      
dmno3          0        10       10       NA       10       NA       7.7      NA      
dmsf1          NA       NA       NA       NA       NA       NA       NA       NA      
domv2          NA       NA       NA       NA       NA       NA       NA       NA      
dpha1          0        5.32     9.68     NA       3.34     2.1      NA       NA      
dpxc1          0        3.4      7.6      NA       NA       NA       NA       NA      
drsd1          1.2      2.9      4.5      NA       3.4      NA       NA       NA      
dtlm4          178.5    6.4      11.7     NA       180.2    4.2      NA       NA      
dukn7          7.7      8        8.6      NA       9.9      9.2      NA       NA      
dulm5          186      7.1      13.2     NA       185.8    4.2      NA       NA      
ebsw1          3.8      10.3     15.8     NA       5.3      3        NA       NA      
egkf1          0        NA       10       3.2      NA       0.6      NA       NA      
einl1          6        1.5      4        NA       1.5      NA       NA       NA      
elfa2          NA       NA       NA       NA       NA       1.1      NA       NA      
elqc1          NA       NA       NA       NA       NA       NA       NA       NA      
elxc1          15.85    1.83     3.66     NA       17.37    NA       NA       NA      
emat2          0.9      5.9      8.2      NA       5.7      2.1      NA       NA      
eptt2          2.3      4.3      5.7      NA       6        1.3      NA       NA      
erep1          177      NA       10.7     NA       NA       NA       NA       NA      
erkc1          NA       NA       NA       NA       NA       NA       NA       NA      
eroa2          17       1.5      6.1      NA       18.5     NA       NA       NA      
ertf1          NA       NA       12.2     NA       NA       NA       NA       NA      
erxa2          16.8     6.1      6.1      NA       22.9     NA       NA       NA      
espp4          2        8.2      8.5      NA       3.4      1.6      NA       NA      
evmc1          NA       NA       NA       NA       NA       NA       NA       NA      
faio1          176.4    3.2      20.9     NA       178      4.4      NA       NA      
fbps1          NA       NA       NA       NA       NA       NA       4        NA      
fcgt2          3.2      4.3      8        NA       5.5      4.6      NA       NA      
fffc1          NA       NA       NA       NA       NA       NA       NA       NA      
fgbl1          22.9     11.6     11.6     NA       NA       2        NA       NA      
fhpf1          0        5.4      9.4      NA       5.3      0.6      NA       NA      
fmoa1          2        17.5     36.2     NA       31       NA       NA       NA      
fmrf1          1.4      3.3      6.9      NA       0.6      1        NA       NA      
foxr1          2.7      3.2      18.2     NA       4.1      0.5      NA       NA      
fpkg1          2.9      3.7      6.5      NA       3.8      4.8      NA       NA      
fpst2          0        13       15       NA       13       NA       NA       NA      
fptm4          184      2.1      10       NA       185.9    NA       NA       NA      
fptt2          NA       NA       NA       NA       NA       NA       NA       NA      
fpxc1          NA       NA       NA       NA       NA       NA       NA       NA      
frcb6          NA       NA       NA       NA       NA       NA       NA       NA      
frdf1          2.2      3.8      6.6      NA       3.4      2.2      NA       NA      
frdp4          NA       3.4      6.4      NA       1.5      9.85     NA       NA      
frdw1          6.1      7.8      8.5      NA       4.1      1.7      NA       NA      
frel1          4        3        10       NA       7        NA       NA       NA      
frfn7          -11.4    NA       NA       NA       NA       11.4     11.7     NA      
frkf1          NA       NA       NA       NA       NA       0.941    NA       NA      
frps1          NA       NA       NA       NA       NA       NA       NA       NA      
frvm3          2.3      3.7      NA       NA       3.9      0.6      NA       NA      
frwl1          2.1      16.6     17.4     NA       7.7      3        NA       NA      
frxm3          2.1      2.5      NA       NA       NA       NA       NA       NA      
fskm2          4.4      6.1      6.6      NA       7.4      NA       NA       NA      
fsnm2          0        40       42       NA       40       NA       NA       NA      
fsti2          179      NA       NA       NA       NA       NA       NA       NA      
ftgm4          178.9    3.6      27.2     NA       180.5    NA       NA       NA      
ftpc1          2.7      6.3      7.3      NA       4.7      1.2      NA       NA      
fwic3          0        NA       16       NA       NA       NA       NA       NA      
gbif1          0        NA       NA       NA       NA       1.5      NA       NA      
gblw3          176      25       25       NA       NA       NA       NA       NA      
gbqn3          NA       NA       NA       NA       NA       NA       NA       NA      
gbrm6          NA       NA       NA       NA       NA       0.3      NA       NA      
gbtf1          0        NA       NA       NA       NA       1.5      NA       NA      
gctf1          0        6.7      NA       NA       6.4      NA       NA       NA      
gcvf1          1.4      3.3      8.5      NA       2.9      NA       NA       NA      
gdiv2          NA       NA       4        NA       NA       NA       NA       NA      
gdmm5          185.2    3.6      NA       NA       186.8    NA       NA       NA      
gdqm6          NA       NA       NA       NA       NA       NA       NA       NA      
gdwv2          NA       NA       NA       NA       NA       NA       NA       NA      
gdxm6          0        3.2      4.5      NA       2.8      NA       NA       NA      
gelo1          177      7.3      8        NA       185.9    NA       NA       NA      
gggc1          NA       NA       NA       NA       NA       NA       NA       NA      
gisl1          2.7      3.9      6.6      NA       4.2      0.8      NA       NA      
gixa2          8.8      2.4      2.4      NA       11.2     NA       NA       NA      
gkyf1          NA       NA       NA       NA       NA       1.5      NA       NA      
glpt2          NA       NA       NA       NA       NA       NA       NA       NA      
gnjt2          0        10.9     12.1     NA       7.1      1.8      NA       NA      
gom01          NA       1        1        NA       1        NA       NA       NA      
gpom6          NA       12.7     13.7     NA       6.1      NA       NA       NA      
gpst2          NA       7        7        NA       NA       NA       NA       NA      
gptw1          0        NA       NA       NA       NA       1.6      NA       NA      
grbl1          NA       10       10       NA       3        1        NA       NA      
grim4          199      11.5     11       NA       209.5    NA       NA       NA      
grmm4          186      7.9      9        NA       191.4    NA       NA       NA      
grrt2          NA       NA       10.7     NA       NA       0        NA       NA      
gslm4          179      NA       25       NA       NA       NA       NA       NA      
gtbm4          176      8        9        NA       184      NA       NA       NA      
gtlm4          176      1.5      16       NA       183.8    NA       NA       NA      
gtot2          4.8      NA       NA       NA       NA       NA       NA       NA      
gtqf1          NA       NA       NA       NA       NA       NA       NA       NA      
gtrm4          190      3.3      10       NA       191.1    NA       NA       NA      
gtxf1          1.3      2        3.1      NA       2.3      NA       NA       NA      
guxa2          7        7.6      7.6      NA       14.6     NA       NA       NA      
gwpm6          NA       5.7      13.8     NA       7.5      NA       NA       NA      
haxa2          7.6      4.6      4.6      NA       12.3     NA       NA       NA      
hbxc1          NA       NA       NA       NA       NA       NA       NA       NA      
hbyc1          7.6      13.2     13.6     NA       7.8      1.2      NA       NA      
hcef1          0        NA       NA       NA       NA       1.5      NA       NA      
hcgn7          1.9      5.9      7.6      NA       6.4      1.4      NA       NA      
hhlo1          177      7        10       NA       183.5    NA       NA       NA      
hist2          0        NA       NA       NA       NA       4.1      NA       NA      
hlnm4          178.7    6.3      10.4     NA       180.4    3.9      NA       NA      
hmdo3          NA       NA       NA       NA       NA       2.13     NA       NA      
hmno3          NA       NA       NA       NA       NA       NA       NA       NA      
hmra2          12.9     3        5        NA       13.9     NA       NA       NA      
hmsa2          15       NA       4        NA       NA       NA       NA       NA      
hplm2          NA       NA       NA       NA       NA       NA       NA       NA      
hrbm4          178.2    5.7      8.3      NA       179.6    3.9      NA       NA      
href1          NA       NA       NA       NA       NA       1.5      NA       NA      
hrvc1          0        30       NA       NA       26.1     NA       NA       NA      
hssf1          0        5.4      6.6      4.9      5.4      NA       NA       NA      
huqn6          NA       NA       NA       NA       NA       NA       NA       NA      
icac1          6.6      13.2     13.6     NA       8.2      10.3     NA       NA      
icya2          15       NA       4        NA       NA       NA       NA       NA      
iiwc1          0        0.6      22.3     NA       NA       NA       NA       NA      
ildl1          0        10       10       NA       3        1        NA       NA      
iloh1          2.4      11.8     15.8     NA       4.3      1.3      NA       NA      
imgp4          14.56    2        7.8      NA       2        NA       NA       NA      
irdt2          1        3        3.3      NA       4        1        NA       NA      
itka2          3.8      6.1      NA       NA       5.5      2.2      NA       NA      
jaki2          179      NA       NA       NA       NA       NA       NA       NA      
jcqn4          NA       NA       NA       NA       NA       NA       NA       NA      
jcrn4          0.9      2.9      12.5     NA       3.1      NA       NA       NA      
jctn4          NA       NA       NA       NA       NA       NA       NA       NA      
jkyf1          0        NA       NA       NA       NA       1.5      NA       NA      
jlxa2          4.6      21.3     21.3     NA       25.6     NA       NA       NA      
jmla2          5.5      18.3     18.3     NA       23.8     NA       NA       NA      
jmpn7          7.4      3.2      8        NA       9.2      10.7     NA       NA      
jnea2          5.4      8        8.5      NA       7.2      4.1      NA       NA      
jobp4          NA       NA       NA       NA       NA       NA       NA       NA      
joqp4          NA       NA       NA       NA       NA       NA       NA       NA      
joxp4          9        2.7      9.75     NA       11.7     NA       NA       NA      
jprn7          0        NA       NA       NA       NA       1        11.3     NA      
jtaw1          0        NA       NA       NA       NA       6.4      NA       NA      
jxuf1          3        NA       NA       NA       NA       2        NA       NA      
kata1          0        4.35     15.65    NA       3.8      4        NA       NA      
